Initial Topology,,,,Target Topology,,
source switch,target switch,speed,,source switch,target switch,speed
fa001.uu001.f01,eb01.f01,800000000000.0,,fa001.uu001.f05,eb01.f01,800000000000.0
fa001.uu001.f02,eb01.f01,800000000000.0,,fa001.uu001.f06,eb01.f01,800000000000.0
fa001.uu001.f03,eb01.f01,800000000000.0,,fa001.uu001.f07,eb01.f01,800000000000.0
fa001.uu001.f04,eb01.f01,800000000000.0,,fa001.uu001.f08,eb01.f01,800000000000.0
fa001.uu002.f01,eb01.f01,800000000000.0,,fa001.uu002.f05,eb01.f01,800000000000.0
fa001.uu002.f02,eb01.f01,800000000000.0,,fa001.uu002.f06,eb01.f01,800000000000.0
fa001.uu002.f03,eb01.f01,800000000000.0,,fa001.uu002.f07,eb01.f01,800000000000.0
fa001.uu002.f04,eb01.f01,800000000000.0,,fa001.uu002.f08,eb01.f01,800000000000.0
fa001.uu003.f01,eb01.f01,800000000000.0,,fa001.uu003.f05,eb01.f01,800000000000.0
fa001.uu003.f02,eb01.f01,800000000000.0,,fa001.uu003.f06,eb01.f01,800000000000.0
fa001.uu003.f03,eb01.f01,800000000000.0,,fa001.uu003.f07,eb01.f01,800000000000.0
fa001.uu003.f04,eb01.f01,800000000000.0,,fa001.uu003.f08,eb01.f01,800000000000.0
fa001.uu004.f01,eb01.f01,800000000000.0,,fa001.uu004.f05,eb01.f01,800000000000.0
fa001.uu004.f02,eb01.f01,800000000000.0,,fa001.uu004.f06,eb01.f01,800000000000.0
fa001.uu004.f03,eb01.f01,800000000000.0,,fa001.uu004.f07,eb01.f01,800000000000.0
fa001.uu004.f04,eb01.f01,800000000000.0,,fa001.uu004.f08,eb01.f01,800000000000.0
fa002.uu001.f01,eb01.f01,800000000000.0,,fa002.uu001.f05,eb01.f01,800000000000.0
fa002.uu001.f02,eb01.f01,800000000000.0,,fa002.uu001.f06,eb01.f01,800000000000.0
fa002.uu001.f03,eb01.f01,800000000000.0,,fa002.uu001.f07,eb01.f01,800000000000.0
fa002.uu001.f04,eb01.f01,800000000000.0,,fa002.uu001.f08,eb01.f01,800000000000.0
fa002.uu002.f01,eb01.f01,800000000000.0,,fa002.uu002.f05,eb01.f01,800000000000.0
fa002.uu002.f02,eb01.f01,800000000000.0,,fa002.uu002.f06,eb01.f01,800000000000.0
fa002.uu002.f03,eb01.f01,800000000000.0,,fa002.uu002.f07,eb01.f01,800000000000.0
fa002.uu002.f04,eb01.f01,800000000000.0,,fa002.uu002.f08,eb01.f01,800000000000.0
fa002.uu003.f01,eb01.f01,800000000000.0,,fa002.uu003.f05,eb01.f01,800000000000.0
fa002.uu003.f02,eb01.f01,800000000000.0,,fa002.uu003.f06,eb01.f01,800000000000.0
fa002.uu003.f03,eb01.f01,800000000000.0,,fa002.uu003.f07,eb01.f01,800000000000.0
fa002.uu003.f04,eb01.f01,800000000000.0,,fa002.uu003.f08,eb01.f01,800000000000.0
fa002.uu004.f01,eb01.f01,800000000000.0,,fa002.uu004.f05,eb01.f01,800000000000.0
fa002.uu004.f02,eb01.f01,800000000000.0,,fa002.uu004.f06,eb01.f01,800000000000.0
fa002.uu004.f03,eb01.f01,800000000000.0,,fa002.uu004.f07,eb01.f01,800000000000.0
fa002.uu004.f04,eb01.f01,800000000000.0,,fa002.uu004.f08,eb01.f01,800000000000.0
fa003.uu001.f01,eb01.f01,800000000000.0,,fa003.uu001.f05,eb01.f01,800000000000.0
fa003.uu001.f02,eb01.f01,800000000000.0,,fa003.uu001.f06,eb01.f01,800000000000.0
fa003.uu001.f03,eb01.f01,800000000000.0,,fa003.uu001.f07,eb01.f01,800000000000.0
fa003.uu001.f04,eb01.f01,800000000000.0,,fa003.uu001.f08,eb01.f01,800000000000.0
fa003.uu002.f01,eb01.f01,800000000000.0,,fa003.uu002.f05,eb01.f01,800000000000.0
fa003.uu002.f02,eb01.f01,800000000000.0,,fa003.uu002.f06,eb01.f01,800000000000.0
fa003.uu002.f03,eb01.f01,800000000000.0,,fa003.uu002.f07,eb01.f01,800000000000.0
fa003.uu002.f04,eb01.f01,800000000000.0,,fa003.uu002.f08,eb01.f01,800000000000.0
fa003.uu003.f01,eb01.f01,800000000000.0,,fa003.uu003.f05,eb01.f01,800000000000.0
fa003.uu003.f02,eb01.f01,800000000000.0,,fa003.uu003.f06,eb01.f01,800000000000.0
fa003.uu003.f03,eb01.f01,800000000000.0,,fa003.uu003.f07,eb01.f01,800000000000.0
fa003.uu003.f04,eb01.f01,800000000000.0,,fa003.uu003.f08,eb01.f01,800000000000.0
fa003.uu004.f01,eb01.f01,800000000000.0,,fa003.uu004.f05,eb01.f01,800000000000.0
fa003.uu004.f02,eb01.f01,800000000000.0,,fa003.uu004.f06,eb01.f01,800000000000.0
fa003.uu004.f03,eb01.f01,800000000000.0,,fa003.uu004.f07,eb01.f01,800000000000.0
fa003.uu004.f04,eb01.f01,800000000000.0,,fa003.uu004.f08,eb01.f01,800000000000.0
fa004.uu001.f01,eb01.f01,800000000000.0,,fa004.uu001.f05,eb01.f01,800000000000.0
fa004.uu001.f02,eb01.f01,800000000000.0,,fa004.uu001.f06,eb01.f01,800000000000.0
fa004.uu001.f03,eb01.f01,800000000000.0,,fa004.uu001.f07,eb01.f01,800000000000.0
