Initial Topology,,,,Target Topology,
Switch Name,Switch Role,,,Switch Name,Switch Role
eb01.f01,EB,,,eb01.f01,EB
fa001.uu001.f01,FAUU,,,fa001.uu001.f05,FAUU
fa001.uu001.f02,FAUU,,,fa001.uu001.f06,FAUU
fa001.uu001.f03,FAUU,,,fa001.uu001.f07,FAUU
fa001.uu001.f04,FAUU,,,fa001.uu001.f08,FAUU
fa001.uu002.f01,FAUU,,,fa001.uu002.f05,FAUU
fa001.uu002.f02,FAUU,,,fa001.uu002.f06,FAUU
fa001.uu002.f03,FAUU,,,fa001.uu002.f07,FAUU
fa001.uu002.f04,FAUU,,,fa001.uu002.f08,FAUU
fa001.uu003.f01,FAUU,,,fa001.uu003.f05,FAUU
fa001.uu003.f02,FAUU,,,fa001.uu003.f06,FAUU
fa001.uu003.f03,FAUU,,,fa001.uu003.f07,FAUU
fa001.uu003.f04,FAUU,,,fa001.uu003.f08,FAUU
fa001.uu004.f01,FAUU,,,fa001.uu004.f05,FAUU
fa001.uu004.f02,FAUU,,,fa001.uu004.f06,FAUU
fa001.uu004.f03,FAUU,,,fa001.uu004.f07,FAUU
fa001.uu004.f04,FAUU,,,fa001.uu004.f08,FAUU
fa002.uu001.f01,FAUU,,,fa002.uu001.f05,FAUU
fa002.uu001.f02,FAUU,,,fa002.uu001.f06,FAUU
fa002.uu001.f03,FAUU,,,fa002.uu001.f07,FAUU
fa002.uu001.f04,FAUU,,,fa002.uu001.f08,FAUU
fa002.uu002.f01,FAUU,,,fa002.uu002.f05,FAUU
fa002.uu002.f02,FAUU,,,fa002.uu002.f06,FAUU
fa002.uu002.f03,FAUU,,,fa002.uu002.f07,FAUU
fa002.uu002.f04,FAUU,,,fa002.uu002.f08,FAUU
fa002.uu003.f01,FAUU,,,fa002.uu003.f05,FAUU
fa002.uu003.f02,FAUU,,,fa002.uu003.f06,FAUU
fa002.uu003.f03,FAUU,,,fa002.uu003.f07,FAUU
fa002.uu003.f04,FAUU,,,fa002.uu003.f08,FAUU
fa002.uu004.f01,FAUU,,,fa002.uu004.f05,FAUU
fa002.uu004.f02,FAUU,,,fa002.uu004.f06,FAUU
fa002.uu004.f03,FAUU,,,fa002.uu004.f07,FAUU
fa002.uu004.f04,FAUU,,,fa002.uu004.f08,FAUU
fa003.uu001.f01,FAUU,,,fa003.uu001.f05,FAUU
fa003.uu001.f02,FAUU,,,fa003.uu001.f06,FAUU
fa003.uu001.f03,FAUU,,,fa003.uu001.f07,FAUU
fa003.uu001.f04,FAUU,,,fa003.uu001.f08,FAUU
fa003.uu002.f01,FAUU,,,fa003.uu002.f05,FAUU
fa003.uu002.f02,FAUU,,,fa003.uu002.f06,FAUU
fa003.uu002.f03,FAUU,,,fa003.uu002.f07,FAUU
fa003.uu002.f04,FAUU,,,fa003.uu002.f08,FAUU
fa003.uu003.f01,FAUU,,,fa003.uu003.f05,FAUU
fa003.uu003.f02,FAUU,,,fa003.uu003.f06,FAUU
fa003.uu003.f03,FAUU,,,fa003.uu003.f07,FAUU
fa003.uu003.f04,FAUU,,,fa003.uu003.f08,FAUU
fa003.uu004.f01,FAUU,,,fa003.uu004.f05,FAUU
fa003.uu004.f02,FAUU,,,fa003.uu004.f06,FAUU
fa003.uu004.f03,FAUU,,,fa003.uu004.f07,FAUU
fa003.uu004.f04,FAUU,,,fa003.uu004.f08,FAUU
fa004.uu001.f01,FAUU,,,fa004.uu001.f05,FAUU
fa004.uu001.f02,FAUU,,,fa004.uu001.f06,FAUU
fa004.uu001.f03,FAUU,,,fa004.uu001.f07,FAUU
fa004.uu001.f04,FAUU,,,fa004.uu001.f08,FAUU
fa004.uu002.f01,FAUU,,,fa004.uu002.f05,FAUU
fa004.uu002.f02,FAUU,,,fa004.uu002.f06,FAUU
fa004.uu002.f03,FAUU,,,fa004.uu002.f07,FAUU
fa004.uu002.f04,FAUU,,,fa004.uu002.f08,FAUU
fa004.uu003.f01,FAUU,,,fa004.uu003.f05,FAUU
fa004.uu003.f02,FAUU,,,fa004.uu003.f06,FAUU
